texto,etiqueta,tipo,origen,,,,,,,
Hola donde andas no te he visto,0,neutro o no misogino,real,,,,,,,
… @USER miente. @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,0,neutro o no misogino,real,,,,,,,
Como ven traidores de @USER @USER ??? Que mal que se sienten con halcones para que les den migajas de poder.,0,neutro o no misogino,real,,,,,,,
"México, un país que se desmorona entre populismo e incapacidades buff.ly/AJhfVGH #Saltillo #Coahuila #Torreón #PRI #PAN #Morena @USER @USER @USER @USER @USER @USER @USER @USER #ÚLTIMAHORA @USER @USER",0,neutro o no misogino,real,,,,,,,
CUÁNDO LE GANARON LA PRESIDENCIA A XÓCHITL GÁLVEZ,0,neutro o no misogino,real,,,,,,,
Ahí les hablan @#PRIANistas #RIP @USER @USER #PN @USER @USER @USER @USER @USER @USER @USER @USER @USER,0,neutro o no misogino,real,,,,,,,
Que le pregunten a tu hermana dónde los dejo...,0,neutro o no misogino,real,,,,,,,
Gracias y así como @USER Elimino al prd así @USER eliminaria al PAN de una vez por todas,0,neutro o no misogino,real,,,,,,,
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER PUTOS DELINCUENTES …,0,neutro o no misogino,real,,,,,,,
@USER @USER @USER @USER @USER @USER @USER @USER @USER todo les sale mal... FRACASADOS,0,neutro o no misogino,real,,,,,,,
"Pero hay un dicho que alguien dijo A mí no me vengan, con que la ley es la ley!!!",0,neutro o no misogino,real,,,,,,,
"@USER @USER @USER @USER @USER @USER @USER a que se deberá que l@USER que hacen pasar por sus cartas fuertes, siempre resultan ser delincuentes???",0,neutro o no misogino,real,,,,,,,
"Igual conocías re bien a Xóchitl Gálvez, anduviste de rogón para que aceptara ser candidata presidencial, la impulsaste hasta tu último aliento y perdió por goliza.... Entonces, lo que crees que conoces de la Dra. no pasa de ser una anécdota de cantina de viernes en la noche...",1,explicita,real,,,,,,,
"Te entiendo y estoy de acuerdo , pero si hubiera ganado @USER no mmes estaríamos peor , mal gobierno ,peor oposición ...",0,neutro o no misogino,real,,,,,,,
Entra en CELO @USER en @USER @USER @USER @USER,0,neutro o no misogino,real,,,,,,,
"Ven a este pendejete (Emilio Vallejo) es el resultado es el resultado del cruce sexual entre Xóchitl Gálvez y Alejandro Moreno, no lo vuelvan a hacer por favor.",1,explicita,real,,,,,,,
"""porque todo el tiempo"" sigan dándose sus palmaditas en la espalda pinches primaria trunca, las votantes de Xóchitl Gálvez No saben ni escribir, menos van a saber de relaciones internacionales",1,explicita,real,,,,,,,
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER EL PEOR CÁNCER DE,0,neutro o no misogino,real,,,,,,,
"La #TiktokeraArtificial anda posteando sus propias encuestas, tiene todo el estilo de Xóchitl Gálvez, va a terminar perdiendo todo igual que la #Grenentinas,la gente sabe perfectamente bien quién es una genuina servidora pública.",1,explicita,real,,,,,,,
"No hicieron NADA, SOLO ENDEUDARNOS Y, ROBARNOS ELECCIÓN, CON 1 EXTRANJERA SIN ACTA DE NACIMIENTO OFICIAL, USURPANDO LA PRESIDENCIA; LO SABES, PORQUE COMETIERON ERRORES INFANTILES GRAVES. @USER @USER @USER @USER @USER @USER @USER",0,neutro o no misogino,real,,,,,,,
"Tú, @USER , @USER , @USER , @USER , @USER , @USER y demás #PRIANistas siguen creyendo que están por arriba de @USER cuando las encuestas dicen lo contrario, siganle así, sin PROPUESTAS, con candidatos IDIOTAS ya están #RIP",0,neutro o no misogino,real,,,,,,,
@USER JUICIO POLÍTICO A ESTA PUTA RATA DELINCUENTE @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,0,neutro o no misogino,real,,,,,,,
"Se acuerdan cuando en campaña @USER publicó el cel de @USER ? Pues si, para eso servirá el registro de celulares vayan ALV ! #NarcoBancada",0,neutro o no misogino,real,,,,,,,
"@USER @USER @USER @USER @USER @USER @USER tómala #chupitosCampos prepárate para rendir cuentas, por una vez en tu corrupta carrera política",0,neutro o no misogino,real,,,,,,,
"Hasta me multaron por llamar narcopartido a Morena. Hoy el tiempo me dio la razón. Mientras en Estados Unidos hay investigaciones por nexos de políticos del partido oficialista con el crimen organizado, en nuestro país voltean a otro lado. La Presidenta Sheinbaum está obligada",0,neutro o no misogino,real,,,,,,,
"‘El tiempo me dio la razón’: Xóchitl Gálvez exige la renuncia de Rocha Moya Luego de darse a conocer que Estados Unidos investiga al gobernador de Sinaloa, @USER , por presunto narcotráfico, la excandidata presidencial, @USER , recordó que ella llamó narcopartido",0,neutro o no misogino,real,,,,,,,
Xóchitl Gálvez sobre el derrame en el Golfo de México.,0,neutro o no misogino,real,,,,,,,
Que casualidad que el narco partido @USER tiene nexos con la CIA y que el narco ex gobernador @USER viva sin problemas en el gabacho,0,neutro o no misogino,real,,,,,,,
"Oye @USER ¿Y cuándo le dirás a tus aliados NARCOPOLÍTICOS y NARCOPARTIDOS? O ¿Eres de las qué únicamente vende teatro tibia que divide la opinión publica desde el privilegio, la mezquindad y la colusión? @USER @USER @USER",1,explicita,real,,,,,,,
Jajaja ay chairo pendejo!,1,explicita,real,,,,,,,
Y Maru campos la perdonamos o que ?,0,neutro o no misogino,real,,,,,,,
"Ya estaba confirmado, solo faltaba que lo confirmaran.",0,neutro o no misogino,real,,,,,,,
"Date una vuelta por Sinaloa mediocre palero mamador de huevos de los narcos, ahí están las evidencias irrefutables que pides pendejo, todo el país es un narco estado puedes ir y comprobarlo tú mismo",1,explicita,real,,,,,,,
"Las morras que abrieron un Only y no pegaron, ahora saben lo que sintió Xóchitl Gálvez.",1,benevolente,real,,,,,,,
"Fue fraude, muchos lo dijimos y está documentado.",0,neutro o no misogino,real,,,,,,,
"Tal como AMLO jamás presentó pruebas de corrupción de gobiernos anteriores (ojo, no que no hubiera corrupción con PRI y PAN, solo nunca presentó nada) Saludos!",0,neutro o no misogino,real,,,,,,,
Xóchitl Gálvez aseguró que las investigaciones en Estados Unidos sobre presuntos vínculos de políticos de Morena con el crimen organizado respaldan las advertencias que ha hecho en el pasado sobre el partido oficialista. La excandidata presidencial consideró que la presidenta,0,neutro o no misogino,real,,,,,,,
No mames tu hermana los secuestraba y desaparecía y tú afirmas nunca saber nada,1,explicita,real,,,,,,,
Y la presidenta lo sabía también debe ser detenida,0,neutro o no misogino,real,,,,,,,
"No mi pendeja, no te equivoques. Las falsas acusaciones de Estados Unidos en medio de la desenmascarada que le están dando al narco partido acción nacional no es significado de que tengas la razón. No somos sus pendejos, aquí no queremos a los putos gringos.",1,explicita,real,,,,,,,
En el tema del fracking sí estoy con Claudia.,0,neutro o no misogino,real,,,,,,,
Como puede ella servir de tapete a un pedofilo y asesino de niñas. Los gringos no tienen ni un gramo de moral para que venga a México.,1,explicita,real,,,,,,,
Ay mi chairo endejo Morena es un narcopartido y todos lo sabemos Y sí Xóchitl tenía razón aún que te arda el culo Morena es un nido de ratas y quienes lo defienden una bola de pendejos,1,explicita,real,,,,,,,
"Cayó el segundo sobrino del exsecretario de Marina de López Obrador, Fernando Farías. ¡Qué bueno! Ojalá vayan por los más altos cómplices del entramado del huachicol fiscal, no nos digan que operaban solos. Basta de impunidad.",0,neutro o no misogino,real,,,,,,,
"No mi pendejo. No te equivoques. El señor tiene años que está señalado de narcotráfico. ¿O ya se te olvidó que se iba a reunir con ""El Mayo"" Zambada? Ahí tienes a tus verdaderos traidores a la patria.",0,neutro o no misogino,real,,,,,,,
Lo bueno que ahora que gane Xóchitl Gálvez va a vender la refinería dos bocas y la de Cadereyta como chatarras porque el petróleo es obsoleto,0,neutro o no misogino,real,,,,,,,
"Aquí hay de dos sopas: o el director de Pemex le mintió a la presidenta o la presidenta le mintió a los mexicanos. Si es lo primero, la mandataria debe cesar inmediatamente al titular de Pemex; si es lo segundo, debería asumir su responsabilidad. Hablemos con la verdad.",0,neutro o no misogino,real,,,,,,,
"No les va a pedir su renuncia, pues son sus cómplices.",0,neutro o no misogino,real,,,,,,,
Traidora tu ya le hubieras dado las nalgas caídas a los yankees al primer dia de ponerte la banda presidencial pobre experimento.,1,explicita,real,,,,,,,
"Los pendejos que se quejan porque la gasolina premium cuesta 29 pesos creen que con la inepta de Xóchitl Gálvez eso no habría pasado. No pendejos, si gobernaran el PRI y el PAN, la que costaría más de 30 pesos sería la gasolina magna y ustedes estarían más jodidos, pero callados.",1,explicita,real,,,,,,,
Pinches panistas. Xóchitl Gálvez calló sobre el fraude que resultó Milei. Maru Campos calló sobre la CIA en México. Lilly Téllez calló sobre su patrón PDF Ricardo Salinas.,1,explicita,real,,,,,,,
"Vieja ridícula, En donde estabas cuando tu presidente @USER Cerraba aeropuertos enteros Para esperar las toneladas de cocaina. #GalvezSecuestradora #LavadoDeDinero #EnriquecimientoIlicito #contratosILEGALES @USER",1,explicita,real,,,,,,,
"Por eso, y por corrupta, fue humillada @USER por los mexicanos en 2024: No iba a saber gobernar el país",1,explicita,real,,,,,,,
"Falsas? Ya salió nacho mier a confirmar que hay órdenes de usa por narco tráfico, ya se están empezando a deslindar",0,neutro o no misogino,real,,,,,,,
Y las prueba? Pos son las mismas que condenaron a García Luna y que tanto festejó Morena. Y ahora?,0,neutro o no misogino,real,,,,,,,
Los EEUU que nunca vieron al narco gobierno de Felipe Calderón y su secretario GGL Los mismos que controlaban el aeropuerto BJ Incluso le dieron chamba en harbarth Los padrinos del PRIAN,0,neutro o no misogino,real,,,,,,,
"La presidenta Sheinbaum está obligada a pedir investigaciones y auditorías de las megaobras de su antecesor López Obrador. Además de pérdidas económicas y daños ambientales, han cobrado la vida de personas. No puede estar su lealtad por encima de la justicia a las víctimas.",0,neutro o no misogino,real,,,,,,,
Jajaja ya salió la gelatina. Corruptaza y hermana de una secuestradora a darse baños de pureza. Llévense a todos!,1,explicita,real,,,,,,,
"Los fachos andan tirando espuma por la boca (otra vez) xq el actor protagonista de ""La Oficina"" compartió sus preferencias políticas (de izquierda). Curioso como no existen personalidades que admitan sus votos por Xóchitl Gálvez, ni por Ricardo Anaya, etc... Por algo será.",0,neutro o no misogino,real,,,,,,,
"Alessandra Rojo de la Vega es la nueva versión del ""candidato prefabricado"" de la oposición. No aprendieron nada luego de los fracasos de Enrique Peña Nieto y la pendeja de Xóchitl Galvez. Están absolutamente derrotados.",1,explicita,real,,,,,,,
"Pinche gelatinera guanga, no tienes ninguna razón y el tiempo no te ha dado absolutamente nada. Eres una pendeja, corrupta, de familia delincuente que pensó que podía ser presidenta, solo eres eso.",1,explicita,real,,,,,,,
Siento una pena inmensa por Xóchitl Gálvez. Decidió viajar a España justo ahora para no quedarse atrás.,0,neutro o no misogino,real,,,,,,,
Pues está en la cárcel pagando su falta ¿o qué querías o qué?.,0,neutro o no misogino,real,,,,,,,
Y tu hermana secuestradora? Todos son iguales.,0,neutro o no misogino,real,,,,,,,
"Deberíamos salir a marchar pidiendo un transporte público de calidad, nos vestimos todos de rosa y proponemos a Xochitl Gálvez como el nuevo transporte público.",1,benevolente,real,,,,,,,
No cabe duda que USA esta tratando de desestabilizar...Que conveniente que ahora sacan lista de nsrvogobierno de Morena . más bien pare e cortina de humo para desviar la injerencia de la CIA en Chihuahua,0,neutro o no misogino,real,,,,,,,
Pobre estúpida prianista .,1,explicita,real,,,,,,,
"Eso es lo peor del caso, tú quieres ir sobres de un partido, sobres de un político. Qué asco da saber que estamos rodeados de asquerosas alimañas como tú @USER, que le rinden culto a un partido por que no saben pensar por si misma, a un político que rendirle lealtad y verdadera preocupación a su gente y a su país.",1,benevolente,real,,,,,,,
"No mames: Xochitl, eres mujer, índigena, y de Derecha?????",1,explicita,real,,,,,,,
Pues está en la cárcel no?,0,neutro o no misogino,real,,,,,,,
"Falsas, como no.",0,neutro o no misogino,real,,,,,,,
"no escupas para arriba, que tu narcopartido está siguiendo al pie de la letra los ejemplooos",0,neutro o no misogino,real,,,,,,,
"La primera señal vino desde la mañanera, a la presidente, los Estados Unidos ya le había informado por cortesía que esto venía, y por eso duró tan poquito su mañanera",0,neutro o no misogino,real,,,,,,,
Te van a devolver la multa @USER ?,0,neutro o no misogino,real,,,,,,,
Tú sabes que esto es intervencionismo gringo que busca derrocar al gobierno de izquierda mexicano que no sirve a los intereses de Estados Unidos. Se van a inventar acusaciones y después no presentarán pruebas como con Maduro.,0,neutro o no misogino,real,,,,,,,
"Vaya noticia, Sra. Gálvez. Usted tiene un gremendo coeficiente IQ, como de 70...",1,benevolente,real,,,,,,,
"Pedazo de mierda, ya está pagando en la cárcel, ahora hay que esperar para que cada mierda de morena pague también.",1,explicita,real,,,,,,,
Le pedí a la IA que creara una imagen estilo periódico mostrando cómo estaría el precio de la gasolina en México si gobernara Xóchitl Gálvez y este fue el resultado.,0,neutro o no misogino,real,,,,,,,
"Margarita Zavala, Xóchitl Gálvez y Ricardo Anaya fueron los primeros en despotricar contra Dos Bocas, pero hoy los hechos hablan solos: apostar por una refinería fue un acierto que ayudó a reducir la dependencia y a darle mayor control a los precios.",0,neutro o no misogino,real,,,,,,,
"Y de Maru no sacaste video? Ahora solo falta la respuesta del gobierno, y no se anda con rodeos y ni maromas como las de los PRIANDEJOS. Si el señor el culpable que se cumpla la ley sin rodeos.",1,explicita,real,,,,,,,
"Guey ! Encontraron culpable AL SECRETARIO DE SEGURIDAD DE CALDERÓN y no le hicieron NADA a Calderón, ósea",0,neutro o no misogino,real,,,,,,,
¿En cuál reunión estaría la presidenta Xóchitl Gálvez?,0,neutro o no misogino,real,,,,,,,
La candidata del #PartidoAliadoDelNarco llamando narcos a los demás,0,neutro o no misogino,real,,,,,,,
¡Goooool! Vamos @USER .,0,neutro o no misogino,real,,,,,,,
"No seas asnaca,eso es la venganza porque les falló el plan de la CIA para llevar a cabo el golpe de Estado en Chihuahua.Los narcos del periodo 2003-2012 son ustedes narco panistas y los periodistas chayoteros y chayoteras que les acompañan .Venganza de los narco senadores cubano",1,explicita,real,,,,,,,
Y tu silencio el 2 de junio... 2 horas con el sistema caído Elección de estado con todos los medios volcados... Proselitismo anticipado de años Intervención directa del presidente. Y tú? Aceptando las elecciones como limpias y soberanas.... Cállese con su egreee,1,explicita,real,,,,,,,
Ahora saliste tu más chingona quieres que deje su cargo x que USA lo acusando pero la traidora de chihuahua no no mames,0,neutro o no misogino,real,,,,,,,
"Y no, pendeja gelatinera prianista?",1,explicita,real,,,,,,,
Tubo razón con el esquema de huachicol en el debate y ahora con llamar a morena narco partido,0,neutro o no misogino,real,,,,,,,
Xóchitl Gálvez fue Estados Unidos a quejarse de su asquerosa dentadura,1,explicita,real,,,,,,,
Una cosa es decirlo y otra cosa es demostrarlo. Puedes ir a la ventanilla de denuncias de mamadas que inauguraste y llevar las pruebas.,0,neutro o no misogino,real,,,,,,,
"Cuando Xóchitl Gálvez está de tu lado, deberías de saber que estás haciendo todo mal.",1,explicita,real,,,,,,,
"JAJAJAJA Los pueden estar abofeteando con la realidad y lo peor del caso es que van a seguir repitiendo el mismo descerebrado curso, jajaja que asco ser así.",0,neutro o no misogino,real,,,,,,,
Estas tan falta de cerebro que ni comprensión lectora tienes… Y así querías gobernar,1,benevolente,real,,,,,,,
Retirarse de que? Ya no esta en la política y puede opitanr tanto como tu o yo,0,neutro o no misogino,real,,,,,,,
"Otro imbecil que aplica la filosofia de "" si, pero el PRI robo mas*",1,explicita,real,,,,,,,
"Se los dije en 2006, 2012, 2018 y repetí en 2024… @USER siempre fue un peligro para México y su secta @USER es un daño histórico. 2006 Voté por Calderón 2012 Vote por EPN 2018 Ricardo Anaya @USER 2024 Xóchitl Gálvez @USER Nota:",0,neutro o no misogino,real,,,,,,,
"ÚLTIMA HORA Xóchitl Gálvez dice SÍ al fracking. Sin embargo, el fracking NO le preguntó ni madres a Xóchitl Gálvez.",0,neutro o no misogino,real,,,,,,,
"Tantito que hubieras luchado, carajo.",0,neutro o no misogino,real,,,,,,,
"Aquí una muestra del proceso de desestabilización de la CIA contra el gobierno de México. Esperemos a ver las pruebas contra Rubén Rocha solo recordemos como y porque fué capturado Nicolás Maduro. Trump está del lado de los vendepatrias: María Corina Machado, Xochitl Gálvez, etc.",0,neutro o no misogino,real,,,,,,,
"Gracias a Dios que si hay gente que estudia y se da cuenta lo que en realidad se vive, sobre todo,creo que el pico del problema que genera toda esta montaña de impunidad, se llama corrupción",0,neutro o no misogino,real,,,,,,,
Comienza la invasión de Estados Unidos llegan los boinas verdes la derecha está desquiciada de alegría las perritas de Lili Téllez Pedrita Perriz Xóchitl Gálvez es la comitiva que les da la bienvenida,1,explicita,real,,,,,,,
"Y las pruebas? En cambio, sí hay pruebas de que TÚ (vulgar ambiciosa), eres hermana de una secuestradora.",1,explicita,real,,,,,,,
cansan sus idioteces,0,neutro o no misogino,real,,,,,,,
"Si veo una mentira, suelo señalarla, y lo hago solamente porque no me parece correcto ni ético difundir mentiras. He señalado mentiras contra Paco Calderón, Xóchitl Gálvez, D. Dresser y hasta contra Trump. Eso no significa que los defienda a ellos. Creo que es fácil de entender.",0,neutro o no misogino,real,,,,,,,
"Hasta me señalaron por llamar y tener una hermana secuestradora de los Tolmex,hoy el tiempo me dió la razón. Que bueno que está maldit@ secuestradora se pudre en la cárcel como una vil delincuente asquerosa ,ojalá su tortura sea lenta y tormentosa día a día , SECUESTRADORES",1,explicita,real,,,,,,,
PRIANDEJOS que creen que haciendo show pueden ganar una elección. Igual que xóchitl Gálvez decía que no era de PRI ni del PAN sin embargo tragan del mismo plato,1,explicita,real,,,,,,,
Por Xóchitl Gálvez,0,neutro o no misogino,real,,,,,,,
"Claro campeón, por eso votaste por la super carismática y muy preparada gelatinera panista Xóchitl Gálvez.",1,benevolente,real,,,,,,,
"Si lis Argentinos se estan comiendo a los burros, no tardarán en comerse a toda la Derecha mexicana. Milei y XOCHITL GÁLVEZ, son burros por naturaleza.",1,explicita,real,,,,,,,
"Alessandra Rojo de la Vega pasó de ser financiada por la banda de secuestradores de Xóchitl Gálvez y la red de trata de Alito y Cuauhtémoc Gutiérrez, a ser financiada por Ricardo Salinas Pliego y Aznar (Ayuso-Calderon). Ambos pedófilos aparecen en los Epstein files. #CeroVotos",0,neutro o no misogino,real,,,,,,,
"Xóchitl Gálvez lanzó un nuevo cuestionamiento contra Claudia Sheinbaum al acusarla de concentrar sus señalamientos fuera del oficialismo, mientras evita abrir la discusión sobre el círculo más cercano de López Obrador. La ex candidata presidencial sostuvo que la mandataria “ve",0,neutro o no misogino,real,,,,,,,
Jaja este imbécil,1,explicita,real,,,,,,,
"Así es tía!! Todo a su tiempo, los Morenarcos de Claudia Sheinbaum y Clarabrugada no vivirán impunes por siempre",1,explicita,real,,,,,,,
"@USER tambien hay que arrobar al sonrisas @USER , a la narcamenudista, hampona, crimen organizado @USER pura gente del crimen organizado u todavia se atreven a ladrar",1,explicita,real,,,,,,,
"“Mientras en Estados Unidos hay investigaciones por nexos de políticos con el crimen organizado, en nuestro país voltean a otro lado” : Xóchitl Gálvez ( @USER ) reacciona al anuncio del Departamento de Justicia de EU sobre los cargos contra el gobernador Rubén Rocha",0,neutro o no misogino,real,,,,,,,
Sin Presidencia y sin boletos para el Mundial Xóchitl Gálvez reveló que NO ha pudo conseguir ni un boleto para el Mundial 2026 Intentó desde el año pasado Se registró en preventas Esperó hasta 8 HORAS en fila virtual Cuando entró: precios altísimos o sin,0,neutro o no misogino,real,,,,,,,
Aquí hay menos impunidad y falta . La MARU campos es una auténtica traidora a la patria !! Y salió también Chupitos ..,1,explicita,real,,,,,,,
"1.- estás vieja 2.- estás prieta 3.- y estás horripilante Comprendo que votes por el pan, es la opción que toman los resentidos, amargados y perdedores",1,explicita,real,,,,,,,
Ni Xóchitl Gálvez con Massive Caller se atrevió a tanto.,0,neutro o no misogino,real,,,,,,,
NO ES CIERTO FUÉ CALDERÓN,0,neutro o no misogino,real,,,,,,,
"Si hay algo que me Caga los güevos de esta pinché vieja @USER Es el hocicote que tiene, Xóchitl Gálvez tiene Cuentas pendientes con la Ley, Ya hay que cobrarselas no creen, . @USER @USER @USER @USER @USER @USER",1,explicita,real,,,,,,,
Parece que Xochitl Gálvez estuvo en el metro de Estocolmo.,0,neutro o no misogino,real,,,,,,,
"Lo cierto es que la seguridad sigue siendo un gran pendiente del gobierno morenista de cara a la celebración del Mundial de futbol, #OpiniónPlus de @USER",0,neutro o no misogino,real,,,,,,,
Pues si wey Qué querías que Nos declaremos a favor del narco cómo morena o que? Chairos por qué están tan endejos?,0,neutro o no misogino,real,,,,,,,
"Me preguntan si estoy disfrutando lo votado, de una vez les aclaro. Yo voté por Xóchitl Gálvez.",0,neutro o no misogino,real,,,,,,,
"Pues todo lo que dijiste si pasó, jajajaja Chairo p3ndejo @USER se le cae el país. Y hoy más que nunca hay Huachicol.",1,explicita,real,,,,,,,
"El secretario de Guerra de Trump de pronto se sintió como Samuel L. Jackson en Pulp Fiction, recitó el salmo falso y ya quería disparar misiles. Fue como Xochitl Gálvez citando a Colosio al ritmo de: Veo un México con hambre de sed!!! #PolíticaCero #DéjenseAhí",0,neutro o no misogino,real,,,,,,,
"El partido MC “progresista, inclusivo y sobretodo feminista” apoyando el Congreso de Masculinidad. Será interesante escuchar las maromas de la suplente de Xochitl Gálvez @USER ! Ni a cuál irle NL o Jalisco?",0,neutro o no misogino,real,,,,,,,
Cómo es posible que el mundo no haya escuchado a Xochitl Gálvez y hoy estén en disputa por el control del petróleo y pasos estratégicos?,0,neutro o no misogino,real,,,,,,,
Ayúdanos a que Matías llegue a China. Apoyemos la música y el talento de los jóvenes. Donativos deducibles de impuestos... @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,0,neutro o no misogino,real,,,,,,,
Xóchitl Gálvez dejó unas verdaderas joyas por lo tonta que es.,1,benevolente,real,,,,,,,
La perra judía es la primera que se dobla ante Trun,1,explicita,real,,,,,,,
MichelleBaqhelet Angela Merkel Margaret Thatcher son como unas niñas de primaria comparadas con Claudia Sheimbaum imagínen si la comparan con Xóchitl Gálvez o peor aun con Lili Téllez?,1,explicita,real,,,,,,,
"No lo ha dejado la vendepatrias de Maru, ahora nuestro gobernador lo va a dejar por chismes",1,explicita,real,,,,,,,
"Un chiste de: -Salinas Pliego -Xóchitl Gálvez -Su ""tía panista"" (Que en realidad era él)",0,neutro o no misogino,real,,,,,,,
"Escuchando a Lilly Téllez ayer; la forma en que se se dirigió a Javier Corral,acusarlo gravemente sin pruebas y burlarse de Fdz Noroña, me pareció ver esta mujer en una cantina—una pendenciera con su gavilla de matones. @USER @USER @USER @USER",1,explicita,real,,,,,,,
"Litio? No hay en México, el que encontraron fue un bulo. Petróleo? El poco que tiene México lo derraman a cada rato en el golfo. Electricidad? Jsjajsj con pedos y la CFE produce electricidad con combustoleo Oro? Hay muy poco Puras mamadas",0,neutro o no misogino,real,,,,,,,
Reclámale a la FIFA.,0,neutro o no misogino,real,,,,,,,
Se les dijo Chairos! No escucharon a Xochitl Gálvez respecto a PEMEX y nuestra soberanía energética! Cuántos MCPRIANISTAS tendrán ya sus baterías de hidrógeno y coches eléctricos? Ricardo Anaya va en bici al Senado? Me da coraje!,0,neutro o no misogino,real,,,,,,,
"Es este el ídolo de Leo Zuckerman, Sergio Sarmiento, Salinas Pliego, Carlos Mota, Xochitl Gálvez… y de la fauna MCPRIANISTA? El león Milei! Ahora entiendo todo!",0,neutro o no misogino,real,,,,,,,
"Una completa escoria PaNazi, basura humana lo bueno es que ya no existe en este plano para que no lo siga .pudriendo con su existencia",1,explicita,real,,,,,,,
Otra pobre pendeja,1,explicita,real,,,,,,,
"Si este señor hubiera sido el candidato de la oposición, le habría ganado a Sheinbaum, por que ella no sabe gobernar, se sabía y aun así decidieron hacerle caso a López Obrador y mandaron a Xochitl Galvez, por eso no creo que en México haya oposición política real, solo le siguen el juego a morena",1,benevolente,real,,,,,,,
"Con razón no le llegaste ni a los talones a @USER nadie te está dando la razón, esa acusación tiene los Mismos fundamentos que tú tuviste para llamar narcopartido; se parecen mucho, muchísimo",0,neutro o no misogino,real,,,,,,,
¿Y la “oposición” dónde quedó cuando toca fracking? Xóchitl Gálvez abrió la puerta al fracking y dijo coincidir con @USER en apostar por esa vía. La coincidencia no es menor: es una agenda energética que choca con el discurso ambiental y prende focos por agua y,0,neutro o no misogino,real,,,,,,,
"El premio por lavarle la cara al racista Lencho Córdova y hacer proselitismo a favor d Xochitl Gálvez es: -el nombramiento de Rigoberta Menchú como Consejera de la @USER Es el problema d nombrar a personajes q no tienen ni la más mínima afinidad con la 4T, como @USER",0,neutro o no misogino,real,,,,,,,
Entonces también te molestó eso de @USER,0,neutro o no misogino,real,,,,,,,
"Usted cállese que nos dejó a merced de los narcos, si hubiera defendido el voto como debía se la creíamos pero nel, entregó el futuro de México en manos de narco gobierno que ya sabía que era, no le dió la razón, usted entregó el país, y lástima que millones confiamos en usted.",0,neutro o no misogino,real,,,,,,,
jajajajajajajajaja,0,neutro o no misogino,real,,,,,,,
"El ídolo de Leo Zuckerman, Sergio Sarmiento, Xochitl Gálvez… amigo y socio de Ricardo Salinas Pliego! El león Milei en otro de sus patéticos y denigrantes espectáculos, pero que más da cuando lo importante es la libertad, no?",0,neutro o no misogino,real,,,,,,,
Se va a enojar Negré y su pasquín @USER,0,neutro o no misogino,real,,,,,,,
"Desafortunadamente, mientras haya gente que compre un boleto, aun siendo el más barato, el abuso de los organizadores seguirá...",0,neutro o no misogino,real,,,,,,,
"Panista tenía que ser!! Así son violentos, vándalos, provocadores, asesinos!!",0,neutro o no misogino,real,,,,,,,
"O SEA; UNA FICHA como los asesinos locos de USA. Y aparte de asesino, idiota; porque para decirle Richie al agiotista tranza y votar por Xochicles gelatinera se necesita estar PNDJO.",1,explicita,real,,,,,,,
"Igual que lo que hacen Alejandro Moreno, Xochitl Gálvez, Salinas Pliego y otros más",0,neutro o no misogino,real,,,,,,,
Lo que se convirtió en un muy jugoso negocio fueron los SECUESTROS de TU FAMILIA Y HERMANA al mando de los Tolmex,0,neutro o no misogino,real,,,,,,,
Como siempre ha sido. No estas diciendo nada nuevo.,0,neutro o no misogino,real,,,,,,,
El Mundial solía ser una celebración cercana a la gente. Hoy esa sensación parece haberse perdido por intereses comerciales. @USER,0,neutro o no misogino,real,,,,,,,
Lo cierto es que nadie cree que sepa opinar!! Vete a vender gelatinas,1,benevolente,real,,,,,,,
"Los #PANazis como siempre, violentos, intolerantes y corruptos.",0,neutro o no misogino,real,,,,,,,
La encargada de la GRENETINA era Malillany la hermana de @USER con sus secuestrados desvividos les sacaba la Grenetina de los huesos La Receta #Xochitl De los #Tolmex,1,explicita,real,,,,,,,
Pobre brutarga quedó traumads,1,explicita,real,,,,,,,
"Este caso del asesinó de Teotihuacán, me recuerda al perfil de los que conforman @USER @USER y @USER Por ejemplo: La hermana de @USER ¿cuantas personas secuestró y desvivió con la ayuda de Xóchitl?",1,explicita,real,,,,,,,
"Bien lo dijo @USER lo único que le queda a @USER es la violencia y así como sus narco políticos, por qué recuerden el único y verdadero narco gobierno fue de ellos, en palabras de mi presidente @USER la doctrina de la derecha es la HIPOCRESÍA.",0,neutro o no misogino,real,,,,,,,
Xóchitl descubriendo el hilo negro y el agua tibia... ¿Sabrá la existencia de una marca llamada Coca Cola?,1,explicita,real,,,,,,,
"Señora va muy tarde!! De verdad, eso no es novedad!!",0,neutro o no misogino,real,,,,,,,
"@USER @USER @USER @USER @USER @USER que vamos a hacer??? Sabemos lo peligroso que es esto, por favor, organícense, díganos cómo ciudadanos que podemos hacer, vamos que volamos a ser Venezuela.",0,neutro o no misogino,real,,,,,,,
PINCHE GATA COGUPTA @USER #LOSTOLMEX #LOSGALVEZ,1,explicita,real,,,,,,,
